Sample ID,Oxygen Concentration (O2 %),Carbon Dioxide Concentration (CO2 %),Nitrogen Concentration (N2 %),Humidity (%),Temperature (°C),Packaging Type,Storage Time (days)
3592,3.767775012,1.052941507,42.25832456,44.18903916,20.92150572,Paper,33
3593,11.96550094,40.3487141,92.04694417,51.95230219,10.20027801,Plastic,213
3594,12.20767235,90.73359241,87.93057329,77.61989886,1.946376543,Paper,145
3595,10.33315126,74.05727178,45.74376604,74.27543625,15.1632497,Plastic,99
3596,13.5751757,54.3298533,41.14890051,85.52709554,18.04907207,Metal,310
3597,4.903378569,53.01148825,55.54540774,33.51777355,0.175248004,Plastic,310
3598,11.6506414,34.84223275,24.4210558,30.69337686,2.867261206,Metal,180
3599,7.878421035,52.10000131,5.313280697,71.94832978,6.218719308,Paper,135
3600,13.92884573,65.57278163,93.9284912,46.75724975,10.44156861,Plastic,190
3601,3.051572056,41.89446754,18.75122859,50.04473373,16.23153668,Glass,30
3602,12.03133801,71.44389932,19.92023285,62.80812155,8.815287563,Glass,82
3603,3.972150428,86.1370995,47.29878685,36.14478739,8.285514432,Metal,57
3604,5.923640019,15.55301633,49.21217315,68.56166499,26.08048031,Metal,174
3605,4.671034827,45.20954758,1.941577549,49.50884677,4.351519224,Metal,208
3606,3.921309599,40.86120712,14.8806784,67.96290746,14.863804,Metal,326
3607,17.35735889,68.77773392,37.87766637,80.04041478,28.58474151,Paper,322
3608,6.071288164,25.06175978,68.40469628,40.26668,18.75039747,Glass,183
3609,19.47688704,64.0610664,22.91900384,85.85238557,21.5161644,Metal,235
3610,20.37146438,87.76117525,42.35914318,61.84128846,12.93710974,Plastic,107
3611,12.03934382,41.87134682,55.77877197,85.37566591,0.597965014,Plastic,186
3612,3.088723464,91.11046843,88.87039021,42.46380493,19.38391105,Paper,266
3613,7.928058287,99.31705752,32.67444318,66.27375988,18.95772844,Metal,132
3614,16.7726043,10.69859579,13.44247076,54.23322704,3.312829094,Plastic,330
3615,7.77846623,23.38201348,48.97829537,76.45333147,13.86479141,Metal,329
3616,1.918659863,95.04293717,74.69748801,66.35453659,27.45986834,Plastic,318
3617,11.73680464,95.83693588,11.07498973,59.67092742,6.152544959,Paper,171
3618,17.7630258,9.860956811,42.52588082,84.77912439,13.83296264,Plastic,298
3619,16.73486149,1.598350188,1.876735612,52.62702385,13.83309556,Metal,24
3620,3.760073629,16.19389232,3.452562247,43.19881229,24.32284404,Metal,261
3621,14.16078044,99.60167706,48.34704099,66.48607121,24.73727611,Paper,355
3622,4.708539106,18.0819617,29.88991009,67.44170623,22.77808259,Glass,196
3623,4.660537472,50.30450591,84.52621917,56.34567729,10.96362478,Metal,99
3624,18.36810006,84.85693087,60.25521518,59.19660262,2.161107751,Glass,333
3625,5.318081112,2.138120908,45.44790288,87.57320486,10.48448932,Metal,101
3626,5.601869542,60.48844933,40.85274357,73.96114148,20.39373604,Paper,352
3627,0.113655867,27.77484234,49.77482347,36.63610509,21.08239723,Plastic,120
3628,18.29698281,86.24725815,4.139839238,42.72780425,28.95000628,Glass,321
3629,16.6652316,28.41776881,89.29005631,88.53459807,13.60923694,Plastic,203
3630,13.21117474,68.70689646,99.83048526,73.58793323,18.97306749,Paper,90
3631,15.78055447,67.45454128,18.23056377,84.90270757,16.17572612,Paper,195
3632,3.277815059,22.22720553,12.12625818,48.23168784,4.518556803,Paper,177
3633,9.678963127,3.576440067,14.4433886,74.51201161,13.83607416,Metal,115
3634,7.440485196,40.98403242,66.13660312,72.84016251,16.34505464,Metal,333
3635,2.059929399,28.99039588,66.17793976,47.68139913,28.52248818,Metal,32
3636,10.26012714,80.91687719,84.80762381,63.04897953,10.99617163,Metal,215
3637,19.34345869,80.05638243,75.2074562,67.64490668,29.40297309,Glass,308
3638,0.937235588,45.75669282,45.02399837,58.86790865,16.26900222,Paper,279
3639,6.191533092,60.69057131,61.32425062,79.6307224,7.274077299,Glass,243
3640,4.437605567,60.46552565,68.85963857,79.97214251,5.74993161,Metal,286
3641,5.077265062,82.73309903,51.32237338,81.0360329,4.250847518,Plastic,70
3642,19.08628213,42.55774117,47.61753335,78.20541415,13.58798612,Glass,71
3643,9.882643233,27.61712331,64.54523482,59.28500863,0.657792894,Plastic,111
3644,9.84565773,26.57698832,55.79170744,52.88629789,13.3513585,Metal,158
3645,15.99603093,53.6656087,64.4298363,79.88257702,29.65214076,Glass,37
3646,3.328887064,44.96990545,61.32419192,59.41208751,20.10320387,Glass,304
3647,10.2838459,44.06806502,71.9477364,44.78228392,22.79358364,Glass,326
3648,9.086690975,9.204620175,64.31607053,60.44061194,3.570161722,Plastic,35
3649,12.57543343,71.88851369,52.0222744,38.51098932,14.19302584,Metal,324
3650,20.990756,21.45229513,68.21150145,71.49776944,8.586693031,Paper,59
3651,16.18148189,19.77566766,45.00324832,50.1552769,26.82292584,Paper,207
3652,8.415393193,41.3345562,24.24295547,45.63952791,5.43877416,Metal,361
3653,17.39585879,22.85505633,0.241680191,87.39052477,13.76199981,Glass,66
3654,3.667804793,58.4274409,56.0404183,76.61285975,17.64143155,Paper,262
3655,0.736691044,37.2091876,59.10645714,77.22417016,15.42123275,Glass,270
3656,4.372970985,44.94628109,97.20769158,67.42331816,24.90730584,Metal,233
3657,7.214601523,53.76321523,36.21168558,80.35036863,6.94359514,Plastic,157
3658,10.77113783,20.4331987,39.47391096,75.54974887,11.32173331,Glass,106
3659,12.95619904,15.65958712,20.25977818,65.92642225,23.7625289,Plastic,154
3660,19.13165949,88.0541481,7.146376094,87.66746411,15.84214235,Plastic,18
3661,10.7559488,43.42899791,77.30316884,41.49569698,12.06352157,Metal,260
3662,10.57666097,41.2681516,25.04313833,86.60278314,0.883275442,Metal,313
3663,1.150078905,3.657653812,60.92959562,54.08628972,22.60156272,Plastic,119
3664,0.829651451,49.84783263,68.80852625,61.703939,29.16546234,Plastic,309
3665,11.6192432,55.46155519,47.17654506,37.36435917,18.60861028,Paper,102
3666,9.257933017,55.92820301,87.64757609,62.40644634,25.69623662,Paper,25
3667,17.63887026,70.73241382,44.43510461,66.67240511,15.5062723,Metal,180
3668,3.45820332,17.83043532,28.56237144,89.86209251,6.950428963,Glass,162
3669,0.621907738,25.29709111,89.61195074,88.51154466,0.433263127,Plastic,350
3670,9.48491025,81.09197348,86.170272,87.98383751,19.60194803,Glass,215
3671,5.063301836,94.72234462,16.48759071,50.90328361,14.79326545,Plastic,124
3672,1.136940403,13.67968146,2.693505734,89.47598992,23.46294441,Metal,292
3673,15.2441042,49.8151905,9.089557079,57.3286891,20.84047252,Glass,156
3674,2.432293699,21.49620765,28.72608512,81.11017553,29.63857105,Metal,193
3675,12.81387755,6.101309519,97.22875419,42.97919814,15.3093775,Plastic,328
3676,5.973939778,32.61778348,55.8957637,60.34999078,12.81524369,Metal,53
3677,3.726067452,14.45439376,37.38884703,87.96072577,8.602190683,Glass,170
3678,8.036806829,71.02231404,88.88273785,86.82188382,14.30583875,Paper,335
3679,16.85021672,53.41916883,45.36831951,71.02409267,26.18614434,Metal,98
3680,8.294755757,14.46906365,31.59233898,77.86885935,1.273191774,Glass,147
3681,15.79108567,1.023234682,94.12783092,40.5856018,29.33700142,Metal,300
3682,2.722663603,80.8348892,84.96681485,73.29951297,29.79921583,Metal,30
3683,16.25092267,17.70182118,84.3824707,67.0830485,17.93464136,Paper,74
3684,5.051906491,60.66104256,51.27724583,35.49310415,9.946326111,Glass,172
3685,14.25751641,33.75849912,78.96489604,36.7895404,6.69146905,Glass,84
3686,11.9248345,58.59004524,18.01740059,36.50661707,8.294711871,Glass,73
3687,19.51912459,31.63379734,57.36497346,73.46141609,1.503162795,Plastic,232
3688,8.195040626,8.785262113,98.38620769,38.50291249,14.25332875,Metal,290
3689,1.482852447,22.37270585,29.16674721,58.06393627,1.719728126,Paper,127
3690,0.500349648,18.88705079,79.45579769,51.41890835,21.55422644,Glass,85
3691,17.38134392,42.85913331,49.09879288,63.03024845,11.15788367,Paper,254
3692,11.06697483,65.86254996,4.076587754,72.38858923,5.980941952,Plastic,152
3693,16.30260068,26.45422689,76.32563784,71.08335223,16.34560674,Plastic,312
3694,4.99949504,1.305786537,16.94005752,60.93119495,29.21277922,Paper,7
3695,7.312250281,51.94184269,63.18420936,57.86009242,20.85393147,Glass,307
3696,0.729170929,60.61537299,8.657852985,53.86893571,14.7524055,Paper,136
3697,20.19518958,96.29076235,94.69205301,81.7145969,23.30742898,Glass,184
3698,14.05843925,58.98813323,29.24321633,49.85110829,22.12429416,Glass,314
3699,19.60398633,47.17013868,22.7238227,45.56194927,26.75206383,Plastic,341
3700,5.648874915,57.38282243,13.00072677,74.59892962,6.140068428,Paper,227
3701,12.87958947,92.79727292,94.60561911,51.5858077,25.76632729,Plastic,325
3702,14.28064934,82.85497675,71.21918387,80.81991599,9.030782611,Metal,244
3703,6.736788735,32.36557546,74.19192278,49.67332312,28.22996783,Plastic,264
3704,17.82548301,23.80171093,49.99051568,72.11668947,8.431954468,Glass,251
3705,19.89567457,26.33709788,47.52530575,32.70654038,27.80545629,Paper,170
3706,18.59347196,50.49166187,11.09112217,53.13377281,28.91372143,Metal,54
3707,15.5464998,74.43054018,56.02812545,50.5938105,4.364740724,Metal,132
3708,5.899011806,50.3715988,24.76695786,79.00072436,29.2349965,Metal,315
3709,5.98577528,6.872859943,97.71681875,88.02332419,2.571689053,Metal,94
3710,20.2342307,72.38571197,79.67843591,57.6528766,6.557033598,Paper,46
3711,0.314945965,80.61641585,41.35790681,79.49017663,13.32506343,Glass,350
3712,15.06544444,29.02083673,15.21899174,71.98168206,29.80792097,Metal,99
3713,14.8605448,66.44616135,78.55463594,88.04315926,14.65689153,Glass,234
3714,13.11421141,42.71653092,12.29317133,78.66651086,16.5122833,Plastic,269
3715,20.79327488,88.92302364,19.01444197,34.64868396,20.83274849,Glass,37
3716,6.618280207,84.53803326,21.23089972,72.79690334,29.04880675,Metal,75
3717,7.205411953,52.59065663,55.73337476,62.12998293,23.500542,Plastic,58
3718,1.749833522,69.18140403,78.72695973,30.98616348,6.724620133,Plastic,19
3719,9.354481054,88.34663513,31.50005638,45.07877752,9.08972792,Plastic,188
3720,5.555914198,49.62212931,8.558514446,85.3053147,2.928847188,Metal,139
3721,7.276782076,31.39374897,46.50739251,85.56368237,19.33357092,Glass,143
3722,17.54255042,75.39124718,74.83621309,77.93102761,5.422209196,Paper,108
3723,19.65162633,22.08461885,22.24421792,88.9067762,7.722146654,Glass,221
3724,3.981821205,38.91426169,22.07046235,78.39271348,26.64340966,Metal,145
3725,7.885436669,86.58615099,94.72798003,30.61225124,9.80267026,Metal,346
3726,19.50837875,72.46979179,95.41995734,47.27006042,16.99940155,Plastic,5
3727,1.391796828,40.44071942,99.04752663,31.83745093,11.92698026,Glass,56
3728,2.030335038,21.55297579,80.7851942,35.64647812,2.220938622,Metal,255
3729,3.502331674,35.66124224,18.8995985,43.13044902,10.8859149,Metal,222
3730,12.53994823,28.48200451,21.27695393,60.21351278,12.24204609,Paper,360
3731,3.244870464,17.69131987,34.08850163,80.85192021,26.87103306,Glass,48
3732,20.33279637,74.35895807,31.88143988,81.71800537,9.733519609,Plastic,304
3733,9.43633362,25.2817817,95.65712213,66.97211151,11.37723359,Plastic,163
3734,10.58172537,45.47133027,78.92849089,85.69055634,23.48690306,Plastic,236
3735,5.25516507,38.64735874,72.42847834,60.0037396,22.76869954,Glass,248
3736,9.943069276,98.20953013,18.67772608,83.34216265,23.9485583,Metal,100
3737,13.93399492,39.17011519,90.96160338,57.24391538,28.6131222,Metal,21
3738,15.79960216,8.090250031,82.80425091,46.63350045,23.86672495,Paper,102
3739,15.85584293,9.073592682,16.44781995,84.98477509,12.2282461,Paper,5
3740,12.17792426,59.11629676,87.12991616,53.27610454,24.64525551,Metal,197
3741,19.0011193,59.97641882,27.29752888,60.20424653,15.26023896,Metal,149
3742,17.18382401,41.93402315,8.178887609,49.73163795,8.331420976,Glass,345
3743,15.9223056,43.24118486,65.71654842,69.77025602,9.087512044,Paper,330
3744,1.262155403,5.487865026,65.41508547,89.7018735,6.715271657,Plastic,211
3745,0.24374941,51.70299639,9.583707756,31.53081293,4.349788735,Plastic,160
3746,4.540148093,50.52347359,31.95329571,83.99088036,5.534712356,Plastic,146
3747,13.96764311,15.03997692,99.28216478,30.23556342,1.895341499,Plastic,58
3748,8.694027518,10.47355467,67.87482403,51.85367287,26.65352595,Metal,354
3749,8.510290819,12.44489181,73.03450914,40.11640838,27.93023429,Metal,240
3750,18.58786596,10.19272182,21.37043683,75.44050684,17.60311177,Glass,79
3751,18.81726353,61.00984873,7.970328893,33.03665045,25.2146867,Plastic,152
3752,19.10176302,19.72861698,27.76247881,63.20909722,5.50713308,Metal,5
3753,6.660051799,25.2178722,24.96494868,47.69556803,27.05021476,Metal,181
3754,14.54306649,17.4398572,23.53095566,38.02021493,15.19084679,Metal,352
3755,5.777133489,95.78774691,19.35615676,76.30909273,2.014949778,Plastic,201
3756,4.083745511,85.47628457,57.5180935,43.04501006,4.239382335,Metal,133
3757,3.958818359,23.12643425,32.87753724,43.42051272,9.269293824,Paper,122
3758,7.250049276,32.82387276,82.052467,46.50460711,1.306727411,Plastic,169
3759,9.086114253,21.06829495,18.47634704,65.20600583,9.278801341,Plastic,354
3760,17.46683768,49.23840835,46.51624438,69.5799559,1.797912994,Paper,346
3761,2.605723854,2.059092194,1.464417859,31.05615142,7.080828156,Glass,308
3762,15.45995021,67.16966409,48.22006401,44.51217817,7.970092676,Glass,98
3763,11.20740771,52.36349917,5.678238266,55.85825055,29.83106929,Plastic,282
3764,6.118057662,89.87402894,97.77457884,49.91861713,7.066400213,Plastic,268
3765,10.39992932,16.52282916,79.08015365,83.05023951,7.175593468,Plastic,326
3766,6.368789258,80.43051368,49.06213652,77.26252385,20.60366905,Paper,340
3767,12.55811286,79.21690535,8.750077082,67.55341293,25.78072436,Metal,19
3768,9.167337988,12.8054008,59.28529953,50.28254496,11.61166238,Paper,132
3769,3.536075558,39.91606649,75.9004987,72.04034069,26.2685406,Metal,96
3770,2.536586258,17.09824885,19.15265358,80.61828077,10.20426062,Metal,210
3771,11.52593976,25.546578,56.86401324,65.68982264,5.910476388,Glass,5
3772,18.9604324,26.39829287,81.43966875,77.06768801,9.88916473,Paper,128
3773,7.288715649,55.66801576,76.84795299,74.94629768,18.28069122,Paper,54
3774,15.41970224,41.19995208,80.31890258,64.30423867,11.01429478,Plastic,198
3775,13.86602232,94.77850712,87.94441014,48.73099301,20.18681412,Paper,206
3776,19.56949771,12.72437718,93.77444201,74.74692948,7.108076383,Metal,180
3777,17.25850326,97.37184427,40.6115634,42.40778198,21.02978682,Metal,241
3778,11.94204991,23.14080016,56.92003334,76.76930079,10.4231509,Paper,274
3779,13.83193741,77.31010624,79.08688665,78.27280153,13.67605115,Glass,320
3780,18.87627715,33.96309562,69.74426741,79.32869277,16.73235421,Glass,138
3781,8.449942598,14.3938314,99.5524708,58.37495826,20.5867501,Plastic,23
3782,6.930009352,85.80312961,1.466397345,41.54884607,7.161410755,Plastic,120
3783,0.325951648,30.95520383,35.57780821,35.983416,25.07836612,Metal,115
3784,17.37491745,65.91965488,28.17468983,74.60167503,21.65528249,Paper,82
3785,16.84049664,56.68772414,26.30535343,83.17568307,7.022937571,Metal,196
3786,2.283099428,47.22845531,22.33072527,69.05030153,29.24923688,Metal,180
3787,12.15631927,49.63236532,70.9414717,38.64960362,19.94390973,Paper,352
3788,9.797217492,73.25056762,8.56747138,86.09378691,13.57280659,Metal,175
3789,2.581020096,8.868514121,74.18672251,89.34612087,4.725819767,Metal,198
3790,20.59387595,66.85124813,69.37324162,56.0027166,15.99663007,Glass,26
3791,4.587144048,89.59162893,25.15533284,65.68951736,4.943276605,Plastic,99
3792,1.505194364,5.873040882,25.35809494,76.6337112,12.88475036,Glass,233
3793,12.53231023,14.15126859,62.92317248,74.1833874,12.26137568,Plastic,191
3794,15.54231355,71.69153048,76.24089344,88.06723152,21.59818933,Plastic,66
3795,0.778068022,43.78443666,87.66091275,36.89298546,5.771495437,Plastic,246
3796,13.86719865,40.41450722,85.22874243,64.84349197,24.65614065,Glass,104
3797,11.22490021,13.78296679,96.49181112,71.51588518,9.78396981,Paper,191
3798,2.258238685,50.72632707,58.18035104,83.40590545,13.31965881,Metal,141
3799,3.705749028,12.74187659,90.87469058,82.44657766,23.17022927,Paper,179
3800,11.97066281,47.71438359,80.870476,88.67998761,18.76177199,Paper,261
3801,6.293874122,76.38516837,89.47729567,60.72470724,9.240760554,Plastic,175
3802,19.71079873,25.90060935,1.261497468,79.84565201,11.58608774,Plastic,164
3803,17.2116708,48.1305382,96.59370889,55.63690249,9.17360442,Glass,19
3804,20.65655462,99.20239534,47.40566327,55.33883267,17.84310502,Glass,20
3805,5.527120534,68.69637729,79.83848066,45.20090187,9.978735996,Metal,287
3806,20.36722393,84.15154145,12.80769152,79.09423722,21.77093084,Paper,361
3807,9.112787879,41.5432759,39.65451547,89.14890635,17.39361476,Paper,239
3808,7.363142822,76.80930622,27.21892024,45.3805037,4.371198352,Metal,44
3809,1.152305114,4.146866377,29.23671117,33.36789528,9.30805856,Plastic,196
3810,1.202793889,12.37882714,12.41323643,78.93254625,6.643423257,Glass,195
3811,14.56303525,20.38675223,80.59580687,67.21380315,11.70939638,Metal,357
3812,9.670715984,40.25499727,1.023307227,87.58192803,15.47952259,Paper,345
3813,4.834301984,84.58991334,31.31929515,45.13435314,15.20288572,Metal,49
3814,12.9319794,34.69197847,17.52361327,34.26165948,22.6357103,Metal,59
3815,5.384734671,65.49665723,58.94499017,59.54653565,5.675155908,Paper,132
3816,12.17250367,70.96049805,25.49981502,35.12796138,28.39418488,Paper,167
3817,7.607462812,58.65961717,25.97394561,45.70740007,10.28535321,Glass,135
3818,17.31224154,35.78847262,48.88498059,37.55867165,9.007465407,Glass,89
3819,17.25254976,57.74762884,65.30363503,43.44793078,20.55535735,Paper,271
3820,10.07662332,34.29233272,12.21833999,36.36867917,24.16549886,Glass,263
3821,7.432119385,8.478986481,17.6335941,87.23435997,11.35415294,Glass,116
3822,7.677499748,99.28111742,24.79275698,46.71376281,22.40540925,Glass,196
3823,16.93943359,12.80552712,97.37744659,56.63385516,26.51207868,Paper,354
3824,6.95895119,7.327603545,39.77553474,83.91670846,23.00410996,Plastic,108
3825,4.46934091,87.86522185,59.93911005,70.63929528,1.025894567,Plastic,362
3826,1.869986345,30.25328262,24.23012699,67.08224883,24.82106734,Glass,47
3827,9.853886226,65.06466771,49.09690656,72.33379142,23.23442875,Plastic,241
3828,10.17656087,32.96767239,7.504505521,79.72933543,20.07870714,Glass,309
3829,17.67499205,39.20628165,3.570740378,82.66015607,22.80067257,Plastic,230
3830,4.723888756,26.2850859,46.92647933,68.55838024,29.38276187,Plastic,245
3831,8.06271762,34.37009618,39.92606282,83.40043648,12.93338663,Metal,316
3832,16.99567994,41.12897002,13.77434394,62.12385165,2.016697049,Glass,250
3833,17.31373346,72.0695653,68.79138275,46.63745138,13.82669909,Plastic,77
3834,8.138371488,51.2024658,99.29105874,82.80460253,1.393009662,Plastic,62
3835,9.695692087,94.36216519,39.62511744,62.48836964,8.827512243,Metal,59
3836,6.438675119,4.283851344,62.49340773,84.36825525,17.60639375,Plastic,238
3837,19.59039696,50.35652543,96.30129664,32.41006884,9.288686788,Metal,189
3838,2.579654704,58.4640564,83.17034375,53.85094509,20.56185738,Plastic,56
3839,19.61536294,92.02767891,46.40886711,86.8683011,24.65958983,Metal,78
3840,14.39280884,5.01093651,73.7751995,44.97900557,12.61317538,Metal,222
3841,11.20985799,57.39260854,12.90069052,86.49217476,27.00413854,Paper,47
3842,0.78257437,85.37762986,51.25917516,87.23414767,2.395167941,Glass,138
3843,10.03996041,24.26858004,27.97812169,82.92853885,25.20339493,Paper,24
3844,8.621935395,87.64160562,16.20025242,63.82008271,24.85719436,Glass,29
3845,3.46947317,2.002436587,42.68546253,68.81636694,9.65981689,Plastic,135
3846,13.81896071,73.27221745,13.18835399,82.17701991,8.961455614,Glass,351
3847,20.39705396,93.31801079,69.92861231,76.55382494,9.152849435,Paper,350
3848,11.84974615,65.7540464,45.6783804,67.80563097,24.34181137,Glass,281
3849,15.03834348,43.95902147,53.16134879,88.93556447,24.94960463,Paper,292
3850,1.530614459,4.583613546,14.72295627,71.14059818,9.891673765,Glass,189
3851,8.829240213,92.01936995,14.06318894,88.52891955,17.77771042,Plastic,71
3852,2.53189234,47.08259265,58.38320198,33.44330848,4.167996883,Plastic,206
3853,12.90743296,2.996774759,98.50247381,38.33762224,14.06336215,Glass,242
3854,19.71427711,69.01312503,9.715433265,57.08753076,29.96378553,Glass,306
3855,13.93115461,48.23554163,28.64456971,53.09276765,4.765174431,Plastic,184
3856,1.70518371,12.52209721,86.95896574,76.96409048,28.4268792,Glass,128
3857,7.512523684,21.50575375,7.319974024,39.63684159,24.72764166,Metal,230
3858,11.60886463,6.542618978,87.60098356,88.56571075,29.16643953,Plastic,41
3859,8.527042103,57.47192462,52.47616974,48.90395252,5.387362818,Plastic,281
3860,17.52315982,62.24074498,40.88585072,55.73542246,6.405554713,Paper,162
3861,17.126624,50.62365561,31.03708838,46.48470195,0.506015452,Paper,312
3862,12.88726832,81.72850309,29.7820041,64.76181704,21.74105439,Metal,340
3863,7.905271053,86.11478125,30.64967799,33.51772203,19.3228408,Glass,158
3864,5.436530212,61.60087723,88.49182779,38.98065033,5.34196315,Metal,324
3865,2.312773251,1.374372323,72.40714349,74.74786221,23.73434897,Glass,21
3866,7.517361585,69.55344261,67.00532848,41.190035,8.975865184,Paper,347
3867,8.73530561,41.85812177,79.89503998,44.13086709,4.04986708,Glass,10
3868,14.22469913,56.59919257,25.78575483,77.57893414,12.67687995,Paper,87
3869,13.85554033,64.94315214,61.84247693,35.5980707,2.729095453,Plastic,33
3870,1.565260119,35.08863777,46.06061727,56.24842937,7.897309688,Plastic,361
3871,8.360919693,91.71814067,78.26591936,31.38380322,11.14000075,Glass,339
3872,3.899178325,13.48408919,30.99468544,50.80844396,25.55592524,Paper,203
3873,3.377385541,67.18402955,64.35354383,71.93888416,23.77646224,Metal,4
3874,17.39061493,0.535522038,88.23301994,35.40619678,13.28262857,Paper,23
3875,0.976028029,92.47264543,40.27483257,83.30007761,21.73725173,Paper,197
3876,8.860922106,11.33916291,6.755546528,84.56994258,17.05948909,Paper,309
3877,3.615456406,9.578934592,51.65347715,36.29942251,10.22525565,Plastic,274
3878,18.47800151,33.36746254,34.66265153,89.44394618,21.7762303,Paper,273
3879,11.74214673,37.41927198,67.25531552,47.8517732,20.50497463,Glass,107
3880,4.9358553,21.50857723,95.10818918,35.04610027,18.57283327,Plastic,200
3881,10.6007303,58.55365393,48.61227097,30.30402687,18.53866563,Plastic,343
3882,15.38806492,44.34711839,46.67240399,54.51137375,20.48945977,Plastic,215
3883,20.12466639,3.514141345,65.49302154,67.78859914,11.53636538,Paper,2
3884,4.707321489,32.03324102,10.43940061,49.93075499,26.07227445,Metal,121
3885,18.62119904,81.06224807,25.42526827,80.20304193,4.869235365,Paper,103
3886,19.62695599,69.00118333,91.90603462,72.99637653,26.5165639,Paper,149
3887,19.25318938,72.51459827,67.02726708,51.00969192,10.26845529,Metal,152
3888,13.38016006,69.84188072,1.443059994,74.05858,3.750948468,Paper,53
3889,13.26325168,31.16620484,20.54208471,86.42926422,18.00082208,Glass,166
3890,8.527102234,10.05642582,68.31544288,35.58575991,11.27960007,Metal,306
3891,15.82511574,27.31947168,76.46348034,48.36623761,24.46499181,Glass,167
3892,11.20404498,83.19535149,84.00197131,57.79955635,12.92356406,Glass,316
3893,14.25845569,98.0490327,29.28846266,59.87940767,20.05687577,Plastic,364
3894,9.05477019,49.43531677,93.10975677,62.53173869,9.247739685,Plastic,295
3895,15.3882761,1.069065457,55.33939467,48.03761439,6.283571251,Metal,71
3896,17.33145472,14.09047673,69.68424834,70.03557876,11.64147093,Paper,128
3897,3.160517763,32.27584947,59.71421239,68.70507021,18.20423504,Glass,33
3898,17.50823106,57.90067632,12.36173146,64.66929038,19.70840218,Paper,157
3899,11.39219751,7.601855216,96.31515447,36.8257033,17.34619996,Glass,330
3900,17.7535175,94.34139414,12.37527043,58.61807347,29.64167156,Plastic,266
3901,9.114205663,36.57185896,25.56270745,51.37361325,20.73270559,Plastic,204
3902,8.021946145,91.26716337,81.38142523,59.46230819,27.94558883,Plastic,195
3903,19.22476931,78.0741281,61.89783645,85.31198613,3.537995847,Metal,109
3904,5.349437692,75.56818352,83.83110162,58.83188059,1.841187894,Glass,159
3905,17.7440376,60.71128602,51.62204522,30.83884751,9.32984106,Paper,283
3906,10.21602997,62.71570332,37.76162421,56.33020429,4.097668151,Glass,27
3907,10.84459475,63.8365232,92.1923654,79.2388908,15.77605585,Paper,227
3908,6.546987083,62.90926656,3.72160652,76.80365539,15.56943761,Paper,252
3909,12.07658199,55.41745032,85.62740901,60.80340441,17.25141499,Paper,265
3910,6.896914002,98.64276045,23.15869674,44.98614077,22.35683642,Glass,262
3911,0.920730758,73.25582769,84.88875914,57.90531977,29.13989101,Plastic,134
3912,5.784770852,77.7169442,14.00574168,63.82213317,26.34776074,Metal,26
3913,0.233322007,87.25903523,58.06387447,89.9922863,3.551017187,Metal,43
3914,20.54761505,21.6424123,88.82198111,68.65068541,10.15541066,Plastic,19
3915,20.28411669,8.472035494,47.40661073,71.6558958,7.674690751,Metal,16
3916,8.358745717,48.34115422,74.68201071,59.48724861,5.304520733,Paper,105
3917,15.32295086,51.45666149,80.48669462,51.26937305,16.3417463,Metal,279
3918,7.327347457,82.93525982,73.67577145,78.77717902,16.59793206,Glass,203
3919,14.12584698,44.43397957,92.54044071,59.69593946,6.817344837,Plastic,208
3920,16.9334879,57.12821725,44.73873963,89.6814078,21.35691751,Plastic,166
3921,19.88720551,52.75438676,17.39523137,57.42723446,21.98742898,Plastic,59
3922,8.464436565,3.916458097,4.876325264,34.08001702,0.629399845,Plastic,48
3923,16.47092784,61.55996817,24.72134098,70.95468823,11.87273111,Glass,148
3924,5.657904618,82.82152425,14.40543064,32.79848706,26.70421924,Paper,277
3925,20.79794515,15.83430475,55.83907927,45.03009581,15.60955825,Paper,178
3926,0.638584614,59.47374022,18.57603919,51.22429517,10.42883404,Paper,289
3927,12.71375206,59.40169339,3.989477358,74.36901514,7.610284548,Metal,114
3928,13.88367502,16.50207791,3.695383904,59.65415558,7.300635598,Paper,296
3929,14.48015214,12.43401102,83.17379289,31.71875588,2.993041016,Metal,218
3930,2.616100397,98.0071891,59.18584815,67.01099108,24.51679257,Glass,266
3931,19.71527247,39.43254505,35.87272166,54.68617425,2.599722162,Metal,162
3932,3.886730532,22.8194307,89.43338147,85.3100706,8.768842976,Paper,329
3933,13.11554613,17.21532199,7.11264148,59.97373867,1.370272157,Plastic,36
3934,4.753930054,66.79341119,98.03417507,72.53850876,23.44159709,Glass,75
3935,6.520823116,60.9835852,61.66754985,43.13210954,1.178510467,Paper,135
3936,11.52098352,64.39085709,18.42807897,75.65841387,9.249033116,Paper,272
3937,8.819342448,8.891802148,67.93900299,73.25731863,17.1989211,Paper,179
3938,3.44871506,89.36410489,76.36178785,84.24490251,12.28684081,Glass,159
3939,3.672570811,38.98771304,42.99134406,32.0292985,8.468132017,Plastic,243
3940,8.839226073,31.4056037,86.17709736,56.85004186,8.255672173,Plastic,301
3941,15.92721425,46.28990858,15.15816749,70.74932416,23.93370918,Plastic,204
3942,18.86746112,39.06759997,27.9558746,35.709834,29.21934285,Paper,283
3943,1.858268141,86.37134261,9.439886922,54.63624403,10.44123211,Metal,278
3944,8.315871668,92.93317142,21.16669628,86.52879618,1.174365408,Paper,143
3945,2.195132282,30.41497632,23.94900831,56.15606945,1.096973337,Plastic,8
