Sample ID,Solvent Type,Temperature (°C),Casting Speed (m/min),Pressure (bar),Solvent Concentration (%),Additives (Type),PLA Yield (%),Quality Classification
3518,Acetone,201.8766206,4.690699823,24.8004802,7.481381522,Stabilizer,89.9874128,High
3519,Toluene,201.849904,2.290453644,29.83418752,2.993626352,Fillers,87.91505124,High
3520,Dichloromethane,183.5789249,4.788572792,29.20745787,9.550437672,None,90.16061172,High
3521,Dichloromethane,196.7193634,3.662522947,17.23848855,4.728353082,Plasticizer,91.69293425,High
3522,Acetone,214.1313919,0.689025953,22.40939625,7.705350104,Stabilizer,92.77298786,High
3523,Toluene,214.2461449,4.580927743,7.761078174,6.193661752,Fillers,92.10157781,High
3524,Toluene,183.9695066,2.680127641,16.02872063,3.782064908,Fillers,87.05590716,High
3525,Dichloromethane,183.6288353,2.571471432,25.22546356,8.769826585,Stabilizer,86.15899719,Low
3526,Acetone,190.5078191,3.049099727,17.63338302,8.545904226,Stabilizer,90.42450159,High
3527,Ethyl Acetate,214.9906425,1.17223046,22.56747582,5.168574831,None,86.98911791,Low
3528,Ethyl Acetate,185.1561034,2.611247219,23.64378325,6.708860686,Stabilizer,85.84933722,Low
3529,Toluene,208.7998721,4.240072475,11.33672853,4.062605567,Fillers,90.27094343,High
3530,Ethyl Acetate,184.0466248,0.569671066,26.89248432,7.51881303,None,88.26794185,High
3531,Toluene,204.9255141,1.728127221,16.49556077,4.472214501,None,92.56149012,High
3532,Toluene,194.242692,0.511045639,10.25462759,8.752629875,Plasticizer,88.14191631,High
3533,Toluene,211.5565585,2.370700891,26.63539704,3.739080834,Plasticizer,94.78717137,High
3534,Ethyl Acetate,189.347618,3.777419797,15.44547015,2.118427383,Plasticizer,92.58523191,High
3535,Toluene,205.5680732,4.094473231,23.75781096,4.148064336,Stabilizer,85.57693221,Low
3536,Dichloromethane,189.4273014,4.753353925,18.70082681,3.528419892,None,90.0887274,High
3537,Acetone,208.5464113,3.238270758,14.54679381,6.066291518,Stabilizer,90.62620501,High
3538,Acetone,214.9471214,1.6458209,25.24691038,3.629626333,None,91.95302711,High
3539,Toluene,185.072072,4.658665771,19.61174829,8.105518966,Fillers,89.97796797,High
3540,Acetone,214.6638275,3.988920892,14.76405256,3.930965104,Stabilizer,89.83443598,High
3541,Ethyl Acetate,203.7430102,3.084928174,7.739946758,7.655745439,None,88.67938612,High
3542,Ethyl Acetate,185.0844196,3.630380971,27.38613284,6.627767384,Plasticizer,87.71461384,High
3543,Acetone,197.1016742,4.659423598,5.886739634,9.889998852,Plasticizer,94.46200212,High
3544,Ethyl Acetate,186.4344117,3.705773128,26.57968371,9.999207816,Fillers,88.1759667,High
3545,Acetone,208.0139156,2.157685284,13.99903812,8.956208667,Stabilizer,85.63421325,Low
3546,Acetone,210.3547254,3.70862691,20.98346909,8.079866954,None,86.67284739,Low
3547,Acetone,184.2318608,0.681251732,28.0549931,5.091651312,Plasticizer,93.57276636,High
3548,Toluene,200.2455941,2.238870028,8.792665388,8.026213817,None,90.86633459,High
3549,Acetone,212.5850022,2.328453643,19.17376189,9.653404297,Stabilizer,92.78780549,High
3550,Toluene,217.4465217,1.250772055,24.11082156,2.187020603,Plasticizer,93.08781546,High
3551,Acetone,200.5407147,0.603884662,23.93959582,6.303317602,Fillers,93.23236439,High
3552,Acetone,218.0111689,1.100215565,18.14079786,3.743986435,Fillers,90.50613708,High
3553,Acetone,201.4275588,3.445796731,20.6184865,6.463010527,Stabilizer,86.77120596,Low
3554,Ethyl Acetate,195.7676198,4.110299674,23.93817485,5.731576718,Stabilizer,86.48232752,Low
3555,Toluene,213.9281251,4.946915717,26.02569094,6.606148652,None,90.7398442,High
3556,Toluene,199.7193084,2.058635764,24.04532742,6.407697771,Fillers,88.66514354,High
3557,Acetone,198.8761004,3.1972065,13.85012358,9.680856313,Stabilizer,90.58048241,High
3558,Acetone,199.6124996,4.717152351,29.91816003,6.417488871,Stabilizer,89.98477844,High
3559,Ethyl Acetate,213.8714001,1.251688016,15.86256734,8.769856705,Fillers,91.0219808,High
3560,Ethyl Acetate,213.2776617,3.729405139,5.611617569,4.558562294,None,85.32111791,Low
3561,Ethyl Acetate,196.1407997,3.897404299,14.06542379,5.50480551,None,85.32836681,Low
3562,Toluene,193.3319944,0.900389911,8.194573864,5.763307808,Fillers,92.21595171,High
3563,Toluene,199.677121,4.375622233,8.036065393,4.229824347,Fillers,86.93127244,Low
3564,Toluene,202.9109004,4.158972712,12.038376,5.038322092,Fillers,91.52198462,High
3565,Acetone,189.5334884,0.65031353,6.334387354,6.788104636,Fillers,90.46575911,High
3566,Toluene,211.7582034,0.909879867,22.21280471,6.641502106,Fillers,94.81794471,High
3567,Dichloromethane,199.4593106,0.721071023,6.849722105,7.091482757,Stabilizer,93.35405879,High
3568,Dichloromethane,193.3618219,2.006345893,10.08223889,4.814543323,Plasticizer,89.13134521,High
3569,Ethyl Acetate,184.2728397,2.791800458,7.322492862,4.526651961,Fillers,91.1641282,High
3570,Toluene,189.5538064,2.895564776,6.579193273,6.892943062,Plasticizer,86.17289457,Low
3571,Dichloromethane,217.9712469,1.704500419,11.69379164,3.062893987,None,88.86386043,High
3572,Ethyl Acetate,192.2039875,4.60218599,19.29747419,4.024252348,Stabilizer,92.33887741,High
3573,Toluene,186.7543716,2.157182554,29.11713891,2.337021896,Plasticizer,91.22671584,High
3574,Acetone,198.4269117,0.704975702,26.88891636,2.580886821,None,89.84471324,High
3575,Dichloromethane,192.2835097,1.851022002,26.89834814,3.947066234,None,86.76529104,Low
3576,Acetone,181.40637,2.889992401,9.401675901,2.156234242,None,93.03145926,High
3577,Toluene,192.9258087,2.336998202,11.62267984,3.963284737,Fillers,87.73166604,High
3578,Dichloromethane,201.764345,1.732291336,6.90983292,7.239810584,Stabilizer,93.20479082,High
3579,Toluene,202.0684949,1.090954624,24.4617085,2.488856628,None,91.11609063,High
3580,Acetone,194.2623568,4.18624025,6.745407537,5.493893422,Fillers,88.72731428,High
3581,Dichloromethane,197.8921103,4.98265359,18.91739177,9.304870295,Plasticizer,85.40605222,Low
3582,Acetone,218.6207167,1.982939601,11.19688931,8.330278631,Stabilizer,87.32418844,High
3583,Toluene,195.0939391,2.217294699,11.08614085,4.443500018,Plasticizer,93.89070925,High
3584,Toluene,190.3290725,3.281168861,29.76812638,9.398443834,Plasticizer,93.17974344,High
3585,Acetone,189.7386818,3.732986636,23.91949517,4.637171974,Fillers,90.74853313,High
3586,Dichloromethane,198.3105845,2.264132907,25.92348396,2.580123971,Plasticizer,89.66322464,High
3587,Acetone,210.3808059,4.572182826,19.29956713,9.952447654,Stabilizer,91.47142679,High
3588,Toluene,188.2395274,3.020017952,26.77535718,8.960180218,Plasticizer,89.66248128,High
3589,Acetone,208.3718451,2.526755344,21.13726348,5.727462266,Fillers,91.44304841,High
3590,Toluene,180.8459929,3.410027389,28.65434262,7.331012194,None,88.074041,High
3591,Acetone,196.7573191,4.787617317,12.03346465,7.369824623,Fillers,93.38497218,High
3592,Dichloromethane,211.0346026,4.075485325,19.88298864,3.555857846,None,92.01917893,High
3593,Dichloromethane,193.5493182,0.680059087,22.2532837,3.600389065,Plasticizer,88.29975628,High
3594,Acetone,202.5494841,1.995394598,14.82343263,5.756645627,None,93.30666115,High
3595,Acetone,188.1991693,2.617451082,26.99269956,9.292585121,Fillers,89.87342531,High
3596,Dichloromethane,209.6798156,1.915329075,29.49507908,2.079950199,Fillers,86.74638865,Low
3597,Toluene,182.0911641,3.650844024,17.34423728,8.260045088,Stabilizer,85.77712462,Low
3598,Dichloromethane,214.1017058,4.218211174,14.76601637,2.46021427,Stabilizer,91.99605748,High
3599,Toluene,187.9278555,3.791052928,16.79844821,5.825776919,None,93.65120804,High
3600,Acetone,214.9759213,4.951999791,26.31841864,7.102982665,None,93.07441989,High
3601,Acetone,194.1011697,1.726464416,21.13671064,7.494074137,Stabilizer,91.5565103,High
3602,Toluene,208.907343,4.437452728,6.119309313,2.467834109,Plasticizer,86.41375056,Low
3603,Acetone,192.7690119,3.949801993,18.55424776,5.348828939,Stabilizer,85.94044076,Low
3604,Toluene,216.2364668,2.129804409,5.432503069,6.670698084,Plasticizer,88.45029623,High
3605,Ethyl Acetate,185.065485,3.803560446,24.46338428,2.528364298,None,93.5491089,High
3606,Dichloromethane,187.1407916,0.968341804,13.20780684,3.080756453,None,94.6173627,High
3607,Ethyl Acetate,199.721205,4.052000671,16.80018705,7.309191916,Fillers,87.41360855,High
3608,Toluene,183.2775376,2.895487712,24.96695265,6.173105573,Fillers,92.62095671,High
3609,Dichloromethane,187.8392074,1.815305777,6.161220432,3.29462929,Plasticizer,90.73869217,High
3610,Toluene,217.7506553,3.450997858,8.96353839,6.281914695,Plasticizer,85.31807367,Low
3611,Dichloromethane,219.0595864,3.387289994,14.94900941,9.301538988,Stabilizer,90.4291635,High
3612,Dichloromethane,195.0503732,1.442688002,10.74812909,2.124700678,Plasticizer,93.05940403,High
3613,Dichloromethane,216.9314408,0.636788367,13.44753564,7.141070188,None,87.76122783,High
3614,Dichloromethane,201.792987,2.451301641,29.95436845,2.589203477,None,93.97361624,High
3615,Toluene,190.7896986,3.062803412,25.63536094,2.051595544,None,87.36260407,High
3616,Dichloromethane,208.0959488,4.444723753,27.09754537,3.205235909,Fillers,85.76473133,Low
3617,Dichloromethane,206.3560723,4.67697558,28.42636584,5.383253055,Plasticizer,86.59939309,Low
3618,Ethyl Acetate,219.5650128,2.879623482,13.52339701,8.418751992,Plasticizer,93.37002869,High
3619,Acetone,190.6018915,3.892115677,12.42692394,4.254283973,Fillers,89.17305919,High
3620,Acetone,206.8823801,2.476864725,10.85156231,7.005385699,Fillers,92.96945564,High
3621,Ethyl Acetate,182.0809502,3.857369705,25.75292278,5.289253104,Fillers,90.31233061,High
3622,Ethyl Acetate,184.5458415,1.421606862,21.98879656,3.874654336,None,89.80559125,High
3623,Toluene,180.156735,2.169791307,10.90429956,6.113976914,Plasticizer,93.06913151,High
3624,Toluene,219.9784272,3.354025995,14.42484573,8.379715923,Stabilizer,89.23487612,High
3625,Toluene,212.0909479,0.581710845,17.6677941,8.65993896,Stabilizer,93.02032731,High
3626,Ethyl Acetate,211.4689206,3.751075897,18.20350143,8.772156255,Plasticizer,86.00662165,Low
3627,Ethyl Acetate,200.389043,4.259909756,27.21819321,4.7084625,Plasticizer,91.36310816,High
3628,Dichloromethane,192.0026833,2.296137475,14.51415332,8.347648518,Fillers,92.02587057,High
3629,Toluene,186.0505714,2.515740877,27.71310076,3.697427641,Fillers,93.99097396,High
3630,Toluene,191.3869896,4.330769955,16.03418901,7.90740081,None,87.24323919,High
3631,Toluene,195.0388489,3.990445859,23.65931687,9.58707541,Fillers,91.0421988,High
3632,Acetone,210.2524039,1.796672701,28.256358,2.109950678,Plasticizer,89.33256564,High
3633,Dichloromethane,201.5864716,1.95789248,27.6893926,5.522911449,None,88.82771656,High
3634,Toluene,183.0993451,3.554952046,6.423821682,7.182167907,Stabilizer,86.06713555,Low
3635,Toluene,180.7211604,3.034391416,10.14260737,7.614206164,Plasticizer,86.34233331,Low
3636,Toluene,184.0932872,1.23003307,16.92263564,3.408702066,Stabilizer,93.36988461,High
3637,Acetone,196.4199485,1.894684592,15.78885725,9.777466202,Plasticizer,92.49753432,High
3638,Acetone,217.3277167,4.549924746,21.02229162,6.922122944,Plasticizer,88.8234113,High
3639,Ethyl Acetate,205.4960992,3.596784965,28.61772627,3.31472481,None,93.28486581,High
3640,Dichloromethane,212.073036,4.93688443,7.810117782,2.164180094,None,85.80766185,Low
3641,Ethyl Acetate,198.6549838,3.951556385,16.29646663,8.26611359,Fillers,91.24773917,High
3642,Dichloromethane,194.4666433,4.738884945,9.810275947,2.637637916,Plasticizer,93.68176053,High
3643,Acetone,184.3360149,1.472848582,27.35268996,3.128407369,Plasticizer,93.38864231,High
3644,Toluene,215.0373209,3.971681937,29.11450465,6.598640215,None,88.7278276,High
3645,Ethyl Acetate,211.3264012,0.590978841,16.96754205,6.828044028,Stabilizer,92.45233853,High
3646,Toluene,186.7247239,3.518420098,7.600257443,7.495096949,Fillers,89.27468146,High
3647,Ethyl Acetate,200.4904226,2.611770252,24.63236667,5.148112101,Plasticizer,93.40138164,High
3648,Acetone,199.4949923,2.060420324,22.42853376,8.191189352,None,90.3076195,High
3649,Acetone,205.0036621,4.380819585,13.86677067,9.794868797,Plasticizer,92.64857049,High
3650,Acetone,217.8474758,4.344204617,27.18518685,4.168759545,None,85.78571582,Low
3651,Ethyl Acetate,203.1908577,0.600357672,29.39579724,7.624228932,Fillers,90.90025972,High
3652,Dichloromethane,201.6086907,3.242773051,18.94634623,9.427749219,Stabilizer,90.50284177,High
3653,Ethyl Acetate,182.0129173,2.155245009,19.14319778,7.490294101,Plasticizer,91.09976722,High
3654,Dichloromethane,182.516299,2.370474507,12.43783763,7.448875989,Plasticizer,91.95641608,High
3655,Ethyl Acetate,187.4938717,4.244183326,19.6126509,3.790180553,Fillers,94.1810897,High
3656,Ethyl Acetate,181.2988309,1.894278972,15.99105801,6.281041603,Stabilizer,92.85682082,High
3657,Acetone,209.7341158,4.743719648,12.55477567,6.500182749,Plasticizer,87.19637991,High
3658,Toluene,208.9332122,1.308352219,6.679629913,7.6010365,Fillers,93.25896269,High
3659,Toluene,185.4422494,3.482250905,11.31769649,9.974571599,Plasticizer,86.22079678,Low
3660,Dichloromethane,213.443156,3.524472802,9.946366242,2.26915058,Plasticizer,91.22198586,High
3661,Toluene,186.1914414,1.634878226,18.55104961,2.52186129,Fillers,93.82753808,High
3662,Ethyl Acetate,192.0470235,1.96137774,20.04175054,2.623600555,Fillers,86.01122054,Low
3663,Ethyl Acetate,189.959076,4.256593217,20.21429311,7.943833076,None,93.49692653,High
3664,Acetone,194.8922839,3.928123647,14.70452503,3.090830361,None,92.98620734,High
3665,Acetone,190.1865506,1.980931461,15.53074334,6.979614996,Plasticizer,90.03775434,High
3666,Toluene,199.5580371,2.902804461,25.85596074,4.597351023,Fillers,88.08897602,High
3667,Dichloromethane,196.2963153,0.777561333,16.90582034,5.65855965,Stabilizer,89.05438228,High
3668,Toluene,219.4627796,1.439356471,29.6943333,3.725305279,Stabilizer,94.68658136,High
3669,Toluene,182.237054,2.686192515,15.99043075,8.92885249,Plasticizer,87.01697556,High
3670,Toluene,185.6872551,0.886881809,21.23952362,6.689202593,None,90.79604288,High
3671,Toluene,182.1130358,4.294995597,6.259074975,9.556506109,Fillers,85.83240748,Low
3672,Ethyl Acetate,205.0336478,3.731027945,21.33349811,6.596769998,Fillers,87.17893064,High
3673,Dichloromethane,182.1803711,4.746351518,26.28565986,2.991264245,None,92.63316388,High
3674,Ethyl Acetate,213.4575895,3.620601077,28.56144596,3.366963471,Fillers,88.0259904,High
3675,Dichloromethane,200.4775452,4.731806175,29.93301529,9.912591811,Plasticizer,94.85766071,High
3676,Acetone,201.080305,2.995306501,12.05446614,7.804521579,Fillers,90.00817043,High
3677,Toluene,202.4637803,3.20098375,19.38425162,2.39423,Fillers,90.16539325,High
3678,Ethyl Acetate,186.8325483,4.896369746,16.26794964,7.63024804,None,85.36314739,Low
3679,Dichloromethane,187.9076121,3.389581161,19.09543701,5.297384374,None,94.5652675,High
3680,Acetone,192.7526929,0.63853956,8.93632393,4.457667095,Stabilizer,86.74233441,Low
3681,Acetone,203.7398566,3.757112495,26.40373931,3.23248635,Plasticizer,90.38340599,High
3682,Toluene,188.404711,4.574609115,27.73922358,8.719231636,None,88.9567461,High
3683,Dichloromethane,184.6532691,4.080111124,16.24154158,2.510731032,None,89.15584701,High
3684,Ethyl Acetate,218.8046755,3.127249727,12.01074654,4.318683699,None,91.43300166,High
3685,Toluene,180.8792726,3.520865809,8.520835691,4.451063151,Fillers,91.62088677,High
3686,Ethyl Acetate,212.1078962,4.955863052,22.09412062,3.287242272,Plasticizer,86.54288615,Low
3687,Acetone,211.521406,0.907979398,12.80579599,6.065479066,Plasticizer,89.99586653,High
3688,Ethyl Acetate,191.8885646,3.502601729,27.73846425,2.093621014,Fillers,92.90477449,High
3689,Ethyl Acetate,185.4250646,1.775289626,21.77531187,4.407804123,Fillers,89.43286484,High
3690,Toluene,185.8251459,3.380406785,21.14213313,9.469035552,None,86.65804471,Low
3691,Ethyl Acetate,207.8972647,3.234306091,18.9850529,4.484236555,Stabilizer,88.13216943,High
3692,Toluene,205.7122636,1.190555744,6.144408486,4.883675097,Stabilizer,87.12379564,High
3693,Acetone,211.309827,1.430359906,28.29806089,5.785320386,Plasticizer,86.25817468,Low
3694,Toluene,217.4992469,3.297333101,20.69843733,6.493546999,Stabilizer,88.77581127,High
3695,Toluene,207.6770945,1.077034763,29.85154958,8.469669159,None,90.40936243,High
3696,Dichloromethane,186.2340615,1.693313938,18.43391012,3.522569785,Fillers,85.72751525,Low
3697,Ethyl Acetate,189.7377047,4.258604965,22.7527723,8.973971018,Plasticizer,91.03823372,High
3698,Acetone,213.6877492,1.971911777,6.405238947,8.060394857,Plasticizer,94.9302444,High
3699,Toluene,188.372243,2.696270703,20.79340442,7.781202677,Fillers,94.64124932,High
3700,Acetone,182.9008927,4.735131508,24.11624029,2.69443659,Stabilizer,93.29173482,High
3701,Dichloromethane,208.1312022,1.5221709,24.46285737,2.17312552,Plasticizer,87.66341113,High
3702,Ethyl Acetate,196.1010542,2.253317078,24.25279131,6.752101607,Fillers,85.22407596,Low
3703,Toluene,216.8016021,3.22905999,10.65706568,8.9050717,Fillers,93.33541703,High
3704,Ethyl Acetate,206.0102028,3.899025183,29.38496194,6.675531713,Stabilizer,85.55720232,Low
3705,Dichloromethane,183.6167591,4.55744024,29.87955302,3.705878924,Stabilizer,87.05628081,High
3706,Dichloromethane,217.9142627,4.619628444,6.889896879,2.724159184,None,90.44453215,High
3707,Acetone,190.3422905,3.994880335,28.41116057,7.596771623,Stabilizer,86.78378039,Low
3708,Toluene,193.4884996,1.527488765,12.23622986,7.774162219,Stabilizer,93.33788331,High
3709,Acetone,196.0904165,0.611641985,22.23210204,3.380253605,Fillers,92.77159696,High
3710,Dichloromethane,182.0489719,2.226982687,13.45277302,2.225522524,Plasticizer,92.55769506,High
3711,Ethyl Acetate,199.8606169,1.136969829,29.19385808,5.266268106,Fillers,93.16127616,High
3712,Acetone,184.9327396,3.696744413,7.537596458,6.661749617,None,87.1970178,High
3713,Acetone,196.0388131,3.475087641,17.44367042,7.648019277,Fillers,92.28892376,High
3714,Ethyl Acetate,194.0283915,0.697872387,15.7011948,8.479560073,None,88.55281503,High
3715,Acetone,210.9136033,4.264672006,13.15058631,6.884299418,Stabilizer,91.6684476,High
3716,Ethyl Acetate,212.1268205,1.619344698,21.13834977,2.887044869,Plasticizer,86.22021729,Low
3717,Toluene,186.1365153,2.44502184,8.276393586,7.460653377,Plasticizer,92.0558658,High
3718,Ethyl Acetate,194.6620475,3.50570181,22.91656045,9.873413143,Fillers,94.72107728,High
3719,Toluene,194.9341264,2.432384541,29.5148031,9.244676677,Plasticizer,85.43600365,Low
3720,Ethyl Acetate,186.0564178,2.485795113,25.11396786,8.973351274,None,85.93828901,Low
3721,Dichloromethane,211.9381402,0.795325979,26.50041882,4.417361227,None,86.23636767,Low
3722,Dichloromethane,208.2891331,2.306495972,13.99091858,8.006305412,Stabilizer,89.30563905,High
3723,Toluene,187.6152715,3.941815519,13.12216516,8.808827568,Fillers,87.90780185,High
3724,Toluene,194.6688763,4.618293517,17.92620887,7.426609637,Stabilizer,93.06920154,High
3725,Dichloromethane,184.232201,2.360737117,6.143165369,4.004494053,Plasticizer,89.73787239,High
3726,Toluene,205.1282639,2.406136221,28.63395336,9.630671775,Stabilizer,89.84537343,High
3727,Ethyl Acetate,184.854877,3.661821978,8.594629325,5.606555292,Plasticizer,92.17038101,High
3728,Ethyl Acetate,219.4373667,4.742474005,27.57532598,3.038444469,None,88.61968983,High
3729,Dichloromethane,211.227283,1.701774231,7.08955555,2.87822316,Fillers,88.53207247,High
3730,Acetone,195.609542,2.480648929,25.56562319,7.180151898,Fillers,92.56926388,High
3731,Ethyl Acetate,203.1425573,4.081879596,8.799063147,5.501677171,Stabilizer,92.80041746,High
3732,Toluene,216.4536726,3.243621062,5.953290352,2.755871001,Plasticizer,85.14398773,Low
3733,Acetone,202.1639712,0.997638548,22.98723626,7.922916577,None,86.43790476,Low
3734,Acetone,186.9799395,3.32479731,12.0066325,8.394601338,Plasticizer,87.13098181,High
3735,Ethyl Acetate,195.1481342,1.340358281,22.86240382,7.803325046,Stabilizer,88.51600469,High
3736,Ethyl Acetate,213.7257946,2.795971703,18.87713126,3.618087021,Plasticizer,87.91448083,High
3737,Acetone,205.7685206,2.880964704,7.720184756,7.518203648,None,91.68520048,High
3738,Acetone,206.0289754,4.44291513,28.30325183,2.085782423,Stabilizer,93.28135234,High
3739,Dichloromethane,214.6728594,2.581224233,16.30785437,4.440897117,None,86.92086982,Low
3740,Toluene,215.7589223,1.7574909,23.36118194,5.190572251,Stabilizer,90.62980061,High
3741,Dichloromethane,216.7917029,1.539348567,17.5255143,8.681975591,Fillers,88.67816251,High
3742,Ethyl Acetate,183.7939677,4.434133445,20.10903687,5.123154985,Plasticizer,90.05777875,High
3743,Dichloromethane,201.7650401,1.269548845,12.56933981,2.09015557,None,91.20757842,High
3744,Dichloromethane,209.6203808,2.416408524,10.0090076,4.818771295,None,93.93599819,High
3745,Dichloromethane,210.2770738,1.342279017,18.56425509,5.991392787,Plasticizer,86.92292668,Low
3746,Dichloromethane,204.2686481,3.979868181,16.00547432,9.592038293,None,85.87006587,Low
3747,Toluene,186.6714934,2.63467688,14.75283034,9.52827443,None,91.27211919,High
3748,Toluene,211.8968222,2.080146608,21.81417988,3.446992306,None,88.94130849,High
3749,Acetone,208.8044533,2.124948383,22.2626658,3.481172334,Fillers,86.62902693,Low
3750,Ethyl Acetate,183.4454309,4.33496393,6.148001402,3.307051652,None,86.17087167,Low
3751,Dichloromethane,198.552393,2.991982794,13.46861236,8.311375459,Fillers,90.58909787,High
3752,Acetone,186.959096,3.73040533,15.29411376,2.048176323,Plasticizer,88.00470595,High
3753,Acetone,193.4990818,4.536673323,7.422304029,3.017417586,Fillers,94.9742638,High
3754,Acetone,180.7232437,4.557837542,10.89752167,6.303677053,None,89.05900819,High
3755,Toluene,196.0131947,1.978290745,6.291044931,3.980496535,None,87.12286609,High
3756,Dichloromethane,201.9950768,4.786030684,29.90605247,2.738851666,None,91.28849045,High
3757,Dichloromethane,204.7833037,0.611941469,23.41393007,4.879024099,Fillers,87.4425489,High
3758,Ethyl Acetate,206.5396138,2.195760025,7.186253913,4.19366084,Stabilizer,89.94086043,High
3759,Dichloromethane,213.4516525,4.531094859,5.506234495,6.088834452,Stabilizer,89.82576184,High
3760,Dichloromethane,188.6185163,1.735865959,22.982195,9.833868751,Plasticizer,89.5355763,High
3761,Acetone,184.8192729,1.728866526,15.97980414,2.994437095,Plasticizer,92.96085696,High
3762,Ethyl Acetate,214.0614869,1.861800283,24.66991773,4.981813639,Plasticizer,87.16613001,High
3763,Dichloromethane,186.2645126,3.255410232,28.08690095,9.455880143,None,94.04307305,High
3764,Toluene,218.9904033,2.47249749,19.98250973,9.014984348,Stabilizer,92.91340503,High
3765,Dichloromethane,213.7015292,3.770306764,9.677710573,5.154168278,Stabilizer,88.33122364,High
3766,Acetone,200.0350642,4.527097892,24.5548509,7.591626116,Plasticizer,86.80602506,Low
3767,Toluene,219.256857,3.533897187,28.89529358,2.702856109,Stabilizer,87.79535025,High
3768,Acetone,183.8950692,1.420100241,19.50578218,7.700328444,Plasticizer,88.32636247,High
3769,Dichloromethane,192.1226304,4.697068561,22.04993618,9.782861836,None,90.56933169,High
3770,Toluene,205.5289766,1.69021793,13.43686738,6.299905223,Stabilizer,85.46368169,Low
3771,Ethyl Acetate,194.0002747,1.174524329,14.53819237,5.987921816,None,94.1435913,High
3772,Ethyl Acetate,217.1349021,0.904852755,23.36636245,3.498548958,None,85.98674857,Low
3773,Toluene,182.6250435,3.035226833,28.19427746,7.070305591,Stabilizer,87.79273394,High
3774,Toluene,201.9764733,1.011931081,20.72470968,6.723498246,Fillers,86.09287438,Low
3775,Acetone,203.6346507,1.124491479,24.74619771,7.215464476,Plasticizer,87.56672827,High
3776,Toluene,206.109125,1.850137163,9.290875435,2.208666293,Stabilizer,93.37673819,High
3777,Acetone,190.2266489,1.767438544,10.29897726,6.389787907,None,91.15175811,High
3778,Dichloromethane,194.5826571,3.219077796,18.30086717,6.759478748,Plasticizer,87.27323225,High
3779,Acetone,213.7472212,4.175353758,9.413854806,3.660241083,None,93.7175853,High
3780,Toluene,187.7977108,3.926073453,20.87487676,3.66666286,Plasticizer,93.00712059,High
3781,Toluene,213.0747139,1.681180046,12.29132963,4.209745348,Stabilizer,92.53649282,High
3782,Dichloromethane,202.5062169,1.603897241,24.78831547,7.693772734,None,93.47632698,High
3783,Toluene,210.4875004,4.846061885,25.20275867,6.850128508,Plasticizer,91.19649682,High
3784,Toluene,208.5442947,0.537063087,16.59468639,8.766101169,Plasticizer,90.0143736,High
3785,Ethyl Acetate,188.3004598,4.458742399,9.520265876,4.365268575,Stabilizer,88.73935026,High
3786,Ethyl Acetate,202.7525095,1.398778336,21.16937403,9.296544479,Plasticizer,87.2376402,High
3787,Dichloromethane,214.7089261,4.762779454,29.81967546,7.949649296,Plasticizer,90.57411658,High
3788,Acetone,197.2846495,2.040382782,20.56477245,5.16009336,None,93.89492346,High
3789,Ethyl Acetate,218.6636308,2.481582983,5.894367268,2.762096525,Stabilizer,90.93981789,High
3790,Acetone,198.088604,3.682042763,5.432349394,4.0558693,Stabilizer,94.19606862,High
3791,Toluene,185.7114255,3.144510732,13.00904926,9.654145738,None,88.5691737,High
3792,Ethyl Acetate,195.5773872,1.930726984,9.894595172,4.482907007,Fillers,91.95137973,High
3793,Dichloromethane,218.0680963,2.992239121,25.32628018,4.639207681,None,91.48665472,High
3794,Dichloromethane,192.788834,3.78818098,26.12014168,3.516711449,None,91.70433844,High
3795,Dichloromethane,214.7239264,0.690507257,11.46546928,8.454804809,Fillers,91.45042012,High
3796,Ethyl Acetate,215.2500273,0.550396874,13.14111942,4.205153842,Plasticizer,87.21654675,High
3797,Acetone,194.007461,2.561301226,10.90617419,4.642065987,Stabilizer,86.43590898,Low
3798,Toluene,183.3303063,1.09326478,27.70956368,5.314784867,Stabilizer,94.78628256,High
3799,Acetone,208.9823164,3.489549312,17.56623337,5.469826238,Fillers,85.45295129,Low
3800,Acetone,192.460492,1.463236053,21.4034261,5.290726323,Stabilizer,89.67736487,High
3801,Toluene,211.3169446,2.447829981,15.38705217,6.029949563,Fillers,89.25080317,High
3802,Toluene,197.7061939,1.389519216,20.77535484,8.516103037,Plasticizer,88.60018958,High
3803,Ethyl Acetate,199.4106697,2.968176136,14.64638442,8.554280326,Fillers,92.81983854,High
3804,Ethyl Acetate,211.1163763,1.022240567,13.49196094,8.38650507,Stabilizer,92.45350288,High
3805,Ethyl Acetate,195.2945332,0.603980838,20.86200183,2.808998713,Stabilizer,94.05224924,High
3806,Ethyl Acetate,197.7250938,0.730092371,19.77655195,8.397430426,Fillers,88.95487526,High
3807,Ethyl Acetate,195.0476188,4.794162987,12.33819885,2.962014188,Stabilizer,90.64179528,High
3808,Toluene,194.6936206,1.140287984,8.733711258,2.99779016,Fillers,93.92307047,High
3809,Acetone,201.0378631,3.688152139,14.21441735,9.582902173,Stabilizer,94.93848063,High
3810,Ethyl Acetate,212.3519778,0.805667919,15.37994098,8.555182758,None,94.69294362,High
3811,Ethyl Acetate,194.4707325,0.986721585,20.71710834,6.419283735,Plasticizer,92.17843871,High
3812,Acetone,200.9701888,2.789943131,27.86321909,8.999761636,Stabilizer,86.43227558,Low
